rownum,sno,CUI1,CUI2
2861,61,C0538784,C1931176
2862,62,C1182386,C3545004
2863,63,C0274212,C0802899
2864,64,C1556783,C1943904
2865,65,C0716039,C2540823
2866,66,C0252356,C3607481
2867,67,C1841055,C2625870
2868,68,C3004312,C3939343
2869,69,C1173045,C1434978
2870,0,C0684261,C3063597
2871,1,C2674456,C3571479
2872,2,C0070732,C0624025
2873,3,C1506290,C1956156
2874,4,C1522141,C3156124
2875,5,C2605492,C3390350
2876,6,C2652791,C2740973
2877,7,C0153882,C3218052
2878,8,C2766169,C3049422
2879,9,C1832805,C2559948
2880,10,C0155806,C1159333
2881,11,C0894895,C3713055
2882,12,C3098366,C3275085
2883,13,C1647680,C2454263
2884,14,C0000735,C3945511
2885,15,C2391593,C3369695
2886,16,C3897180,C3962260
2887,17,C0799209,C1705461
2888,18,C3169099,C3402309
2889,19,C1221579,C1253726
2890,20,C1870831,C3794851
2891,21,C2488912,C3730456
2892,22,C2500602,C3116241
2893,23,C1706621,C2497062
2894,24,C1634268,C3059582
2895,25,C3153532,C3492586
2896,26,C0642277,C2460360
2897,27,C0365723,C2923362
2898,28,C2247385,C3127294
2899,29,C0369521,C0977506
2900,30,C0497334,C2761551
2901,31,C1654570,C1883369
2902,32,C0446112,C2975270
2903,33,C3048024,C3568918
2904,34,C1027197,C1218602
2905,35,C0145522,C3547352
2906,36,C1359552,C3635691
2907,37,C1627121,C3329342
2908,38,C1530173,C4011535
2909,39,C2563524,C2990441
2910,40,C1818045,C3091849
2911,41,C1063789,C1602728
2912,42,C1162183,C3577854
2913,43,C3436883,C3758177
2914,44,C0531930,C3986093
2915,45,C2496207,C3424916
2916,46,C0060902,C3972038
2917,47,C0161385,C3440869
2918,48,C1490330,C1898278
2919,49,C0834781,C1202413
2920,50,C0942704,C1968948
2921,51,C2951100,C3711802
2922,52,C0140767,C3570565
2923,53,C2688609,C3148988
2924,54,C1142553,C1942207
2925,55,C1420145,C1504815
2926,56,C2753560,C3413469
2927,57,C1850429,C3918867
2928,58,C0957118,C3767322
2929,59,C1750489,C3168400
2930,60,C1463279,C1709415
2931,61,C1009449,C2930711
2932,62,C2620317,C3205085
2933,63,C1152453,C2340685
2934,64,C0924612,C2929309
2935,65,C0968830,C1539447
2936,66,C0910420,C3161084
2937,67,C0564909,C2668237
2938,68,C0552228,C0994739
2939,69,C1225500,C1847119
2940,0,C2362674,C3725697
2941,1,C2496812,C3407467
2942,2,C0073219,C0916394
2943,3,C1709624,C3398562
2944,4,C0894924,C3720709
2945,5,C1469644,C3013895
2946,6,C1269988,C3724855
2947,7,C1038115,C3781830
2948,8,C2772268,C3020857
2949,9,C3192838,C3714959
2950,10,C1698337,C3533299
2951,11,C1131118,C1342697
2952,12,C0664476,C2363381
2953,13,C1930910,C3255770
2954,14,C1560819,C3027765
2955,15,C1435377,C2558272
2956,16,C3148695,C3637939
2957,17,C1552707,C2780912
2958,18,C0291672,C1849257
2959,19,C1143038,C3930535
2960,20,C1041275,C2254506
2961,21,C0914818,C2468125
2962,22,C1994439,C4045307
2963,23,C0713539,C3113054
2964,24,C0298141,C3447978
2965,25,C1021346,C1431907
2966,26,C1882155,C3150146
2967,27,C1080711,C1491789
2968,28,C0035448,C1459340
2969,29,C2701524,C3465419
2970,30,C0786978,C3932752
2971,31,C0762514,C3213346
2972,32,C0052280,C0153645
2973,33,C1512814,C2330156
2974,34,C0290679,C0550791
2975,35,C0024014,C2661152
2976,36,C1430637,C2764435
2977,37,C0791848,C3609457
2978,38,C2605898,C3336365
2979,39,C0525160,C3783453
2980,40,C2822721,C3242441
2981,41,C0161714,C2458310
2982,42,C1854776,C2522443
2983,43,C0798341,C0803304
2984,44,C3445184,C3450935
2985,45,C3208482,C3627772
2986,46,C0949635,C3784914
2987,47,C0329270,C3002072
2988,48,C2479075,C3273165
2989,49,C1481733,C1568473
2990,50,C1967737,C2423524
2991,51,C2508793,C3845775
2992,52,C3893851,C3992561
2993,53,C2484210,C2575870
2994,54,C1498841,C3389850
2995,55,C1052541,C2247459
2996,56,C1063740,C2349610
2997,57,C2746780,C2812752
2998,58,C0090256,C0974171
2999,59,C0072321,C3083534
3000,60,C1070494,C1910761
3001,61,C0487983,C1222129
3002,62,C1075170,C1253938
3003,63,C1871963,C2460418
3004,64,C1910526,C2389602
3005,65,C0929984,C2935336
3006,66,C2605859,C2826300
3007,67,C1324577,C3074181
3008,68,C0645578,C2730038
3009,69,C1900211,C3086376
3010,0,C2546942,C3978425
3011,1,C2285458,C2931322
3012,2,C3362683,C3560991
3013,3,C0885094,C1910232
3014,4,C1870732,C3788142
3015,5,C0492846,C4010248
3016,6,C1227444,C2970420
3017,7,C1708636,C2455449
3018,8,C0826493,C3012622
3019,9,C0882767,C2762961
3020,10,C2336298,C2403085
3021,11,C0694674,C1143703
3022,12,C1453508,C2690830
3023,13,C2678519,C2750720
3024,14,C0022521,C2354349
3025,15,C2352671,C3151811
3026,16,C3267317,C3393076
3027,17,C0807512,C3563726
3028,18,C1513949,C2707041
3029,19,C1505602,C3765055
3030,20,C1181928,C1463858
3031,21,C0163082,C1231642
3032,22,C2649964,C2770509
3033,23,C1832120,C1984057
3034,24,C1081454,C1324256
3035,25,C0222225,C3723178
3036,26,C1097091,C1874953
3037,27,C0022159,C1813547
3038,28,C0826230,C3003052
3039,29,C2618003,C2663895
3040,30,C0156406,C3441336
3041,31,C1488362,C3261232
3042,32,C2071111,C3059735
3043,33,C2561887,C3663363
3044,34,C3790317,C4026126
3045,35,C2457451,C3974727
3046,36,C2943167,C3432230
3047,37,C0327711,C2777389
3048,38,C2571562,C3066610
3049,39,C1500642,C3465408
3050,40,C1897295,C2432365
3051,41,C1483394,C3122993
3052,42,C2296707,C2634063
3053,43,C2671609,C3986756
3054,44,C1851406,C3000712
3055,45,C0663790,C3886258
3056,46,C0050032,C1130459
3057,47,C1560359,C2945272
3058,48,C2963538,C3612676
3059,49,C1195893,C2681841
3060,50,C1312452,C3278515
3061,51,C3537590,C3834326
3062,52,C0109696,C3125279
3063,53,C3281290,C3720919
3064,54,C1840026,C1926283
3065,55,C0024118,C0153392
3066,56,C1061448,C3749162
3067,57,C2765049,C3773153
3068,58,C1516013,C3892736
3069,59,C3213273,C3530048
3070,60,C1204070,C1641784
3071,61,C0274577,C3042749
3072,62,C2474370,C3779630
3073,63,C1055587,C2996010
3074,64,C2561649,C3730192
3075,65,C1639569,C3416820
3076,66,C0060872,C1938636
3077,67,C1497607,C3126863
3078,68,C0493945,C1880588
3079,69,C3565467,C3656554
3080,0,C1464244,C2357950
3081,1,C2400152,C3154728
3082,2,C2223437,C3421229
3083,3,C1889187,C3630894
3084,4,C3794162,C3928259
3085,5,C3044231,C3388342
3086,6,C2334563,C3711797
3087,7,C1075275,C3377972
3088,8,C1661742,C2433501
3089,9,C1502355,C1543128
3090,10,C1843432,C3081069
3091,11,C3159266,C3274071
3092,12,C0953684,C2271676
3093,13,C0769637,C1707539
3094,14,C0947708,C2514591
3095,15,C2699042,C3852262
3096,16,C1669742,C3208596
3097,17,C0721375,C0804736
3098,18,C2394103,C2997394
3099,19,C3282320,C3976010
3100,20,C3131474,C3375470
3101,21,C0256099,C3205602
3102,22,C1955880,C2944821
3103,23,C1486128,C2487876
3104,24,C0439391,C3787316
3105,25,C3565074,C3949336
3106,26,C3204686,C3978597
3107,27,C0067401,C0280893
3108,28,C1522986,C3769640
3109,29,C2256344,C2644001
3110,30,C3078176,C3625850
3111,31,C1014423,C1825273
3112,32,C0502839,C3571160
3113,33,C1743007,C3147837
3114,34,C1670940,C2546125
3115,35,C1435945,C2296408
3116,36,C1641726,C2799308
3117,37,C0011392,C2942314
3118,38,C0484015,C1215534
3119,39,C1132117,C1612126
3120,40,C0526489,C3163579
3121,41,C2675823,C2697144
3122,42,C3065825,C3256172
3123,43,C1573479,C2416477
3124,44,C2530195,C3911254
3125,45,C1327962,C1684071
3126,46,C0787021,C2794550
3127,47,C2456763,C3026280
3128,48,C0612863,C1721933
3129,49,C2333439,C2521203
3130,50,C0944930,C1862705
3131,51,C1520421,C3727590
3132,52,C3325466,C3639599
3133,53,C3598214,C3977799
3134,54,C0632509,C3172857
3135,55,C0500117,C0570410
3136,56,C2993001,C3968430
3137,57,C1311342,C1502397
3138,58,C1132733,C1135942
3139,59,C2797508,C3391741
3140,60,C1985731,C2781418
3141,61,C1522993,C2310479
3142,62,C2401674,C3044559
3143,63,C1738869,C2739904
3144,64,C3012097,C3808415
3145,65,C1442073,C1679709
3146,66,C1843936,C3240930
3147,67,C2443885,C3421964
3148,68,C1093704,C1318600
3149,69,C0289042,C1001503
3150,0,C2361735,C3333434
3151,1,C0382383,C3224016
3152,2,C2984954,C3655619
3153,3,C1664336,C2991469
3154,4,C0064231,C3447285
3155,5,C3435360,C3725737
3156,6,C0550104,C1564513
3157,7,C0261338,C2647447
3158,8,C3561551,C3566541
3159,9,C0692300,C0981941
3160,10,C1130115,C1684531
3161,11,C2370747,C3913070
3162,12,C1908745,C3847029
3163,13,C0711296,C2754203
3164,14,C0603895,C1688118
3165,15,C0241641,C1822686
3166,16,C2770262,C3107299
3167,17,C0335397,C0501706
3168,18,C1901916,C2354155
3169,19,C0488961,C1003836
3170,20,C1112788,C2390499
3171,21,C1124330,C1243906
3172,22,C2708157,C3104093
3173,23,C1947913,C2646783
3174,24,C1974100,C3933971
3175,25,C1215145,C2359995
3176,26,C2666158,C2994424
3177,27,C3177190,C3993104
3178,28,C1057483,C3696765
3179,29,C1542512,C2549018
3180,30,C1956611,C3502847
3181,31,C0361264,C3495360
3182,32,C1450317,C4033392
3183,33,C1240351,C2990229
3184,34,C2350152,C2350347
3185,35,C0959647,C3996972
3186,36,C0739184,C3367021
3187,37,C1145674,C3915818
3188,38,C1986792,C3822963
3189,39,C1915944,C3106826
3190,40,C1873432,C3899386
3191,41,C2573369,C3379863
3192,42,C2669901,C3019243
3193,43,C3210643,C3321183
3194,44,C2256663,C2941895
3195,45,C1648481,C1983090
3196,46,C1446413,C2377216
3197,47,C0550563,C3947545
3198,48,C3639963,C3672314
3199,49,C0965736,C1662150
3200,50,C1905509,C3409074
3201,51,C0255808,C2805689
3202,52,C0953333,C3004449
3203,53,C1221363,C3958700
3204,54,C1553224,C3402871
3205,55,C0177045,C3580174
3206,56,C0038902,C2603844
3207,57,C3233095,C3910804
3208,58,C1188589,C2667743
3209,59,C2381023,C3362590
3210,60,C3070190,C3890526
3211,61,C1451906,C3582344
3212,62,C1002905,C3909162
3213,63,C0133122,C1689375
3214,64,C2253656,C3382155
3215,65,C3026800,C3952828
3216,66,C1636959,C3806707
3217,67,C2416659,C3049723
3218,68,C1012450,C3113952
3219,69,C1647970,C1903227
3220,0,C0242277,C0953308
3221,1,C2699055,C3377079
3222,2,C2814587,C3763233
3223,3,C2302081,C2441896
3224,4,C0167812,C1062646
3225,5,C0074096,C2512368
3226,6,C2815157,C3394622
3227,7,C0922815,C3482025
3228,8,C3539338,C3663773
3229,9,C0832853,C2400570
3230,10,C3618486,C3740731
3231,11,C3157294,C3718306
3232,12,C0691460,C3851863
3233,13,C2778884,C2780068
3234,14,C2296741,C3548364
3235,15,C3325494,C3476150
3236,16,C2537599,C2708509
3237,17,C1882451,C3231829
3238,18,C2652637,C3315543
3239,19,C1975610,C3722557
3240,20,C0359950,C0670064
3241,21,C0619716,C2991282
3242,22,C0549075,C0701974
3243,23,C2652332,C3599640
3244,24,C1014577,C3661405
3245,25,C2425502,C3814620
3246,26,C2504186,C3828688
3247,27,C0827791,C2776064
3248,28,C3481977,C3623943
3249,29,C2415596,C3033809
3250,30,C1316043,C3118373
3251,31,C0324441,C3096453
3252,32,C0739254,C3104407
3253,33,C3268983,C3345939
3254,34,C0330201,C3725564
3255,35,C0175973,C0979297
3256,36,C1913533,C3501030
3257,37,C0450978,C2699481
3258,38,C1293976,C3997465
3259,39,C1063849,C3924983
3260,40,C1687037,C2616590
3261,41,C1011831,C3353574
3262,42,C1216396,C2326799
3263,43,C1472617,C2484238
3264,44,C3352549,C3599427
3265,45,C0141456,C2402995
3266,46,C0996288,C3102530
3267,47,C3134272,C3631954
3268,48,C2710841,C2820540
3269,49,C0002074,C3623658
3270,50,C0194336,C1619871
3271,51,C1946680,C2549683
3272,52,C3217288,C3304541
3273,53,C2343236,C2376199
3274,54,C1622074,C1870141
3275,55,C2690903,C3482673
3276,56,C2390855,C3504660
3277,57,C1625691,C3842649
3278,58,C2308585,C2508601
3279,59,C1460947,C2516965
3280,60,C1307181,C2649014
3281,61,C1936299,C2449497
3282,62,C0389334,C3633845
3283,63,C2291700,C3364448
3284,64,C2975192,C3621552
3285,65,C1913130,C2515939
3286,66,C3315868,C3793223
3287,67,C3931678,C4022436
3288,68,C2000324,C3597843
3289,69,C3006152,C3598810
3290,0,C3937636,C3996281
3291,1,C2453303,C3814342
3292,2,C2586983,C3047544
3293,3,C0740396,C3488790
3294,4,C1121292,C3473935
3295,5,C1181738,C3428730
3296,6,C0022181,C0830102
3297,7,C2307873,C2579685
3298,8,C1306975,C2445509
3299,9,C3079964,C3351415
3300,10,C3212051,C3578661
3301,11,C2723886,C3801079
3302,12,C0046193,C3254093
3303,13,C1115031,C3166662
3304,14,C0642592,C3089028
3305,15,C1261629,C1412849
3306,16,C2286279,C2451733
3307,17,C3000411,C3351382
3308,18,C1031897,C3370304
3309,19,C3494406,C3828929
3310,20,C0530405,C0932972
3311,21,C0833549,C1494240
3312,22,C1046284,C2495154
3313,23,C0637152,C2281312
3314,24,C2430360,C3939459
3315,25,C1467835,C3057483
3316,26,C0048077,C3897745
3317,27,C1143011,C2633158
3318,28,C1835954,C2294617
3319,29,C1260921,C1931825
3320,30,C0644608,C1744612
3321,31,C0981379,C2466761
3322,32,C2517770,C3000611
3323,33,C1521164,C2932904
3324,34,C1254178,C3615923
3325,35,C0176870,C0611114
3326,36,C0756493,C2324904
3327,37,C1980171,C3466247
3328,38,C1181422,C2798258
3329,39,C0434291,C3815922
3330,40,C0306499,C2751481
3331,41,C0069473,C0303906
3332,42,C1024917,C3948757
3333,43,C0524577,C2416590
3334,44,C0721660,C3563905
3335,45,C3546531,C3643003
3336,46,C1187478,C3151427
3337,47,C1530810,C3951405
3338,48,C2606550,C3000286
3339,49,C1853365,C3018045
3340,50,C1289589,C2941647
3341,51,C2543823,C3841920
3342,52,C2490806,C3751128
3343,53,C1031324,C1212642
3344,54,C0640429,C2751897
3345,55,C1652845,C3763285
3346,56,C2475866,C2500117
3347,57,C0946744,C2940928
3348,58,C1028486,C2496350
3349,59,C1044147,C3324555
3350,60,C0048523,C1045338
3351,61,C1461840,C2950314
3352,62,C0189784,C2986866
3353,63,C1462592,C3365962
3354,64,C1818744,C2745584
3355,65,C2339319,C3280854
3356,66,C0638487,C1189280
3357,67,C0625857,C1052495
3358,68,C0597854,C2787423
3359,69,C0078635,C3942303
3360,0,C0970984,C3657158
3361,1,C0009508,C0154229
3362,2,C3761324,C3809005
3363,3,C2767999,C3224781
3364,4,C3366275,C3805348
3365,5,C0491999,C1007679
3366,6,C2727227,C3568504
3367,7,C1981671,C2311604
3368,8,C1333454,C1336432
3369,9,C0639259,C2615520
3370,10,C0158483,C3766142
3371,11,C1315554,C1825725
3372,12,C2605146,C3374253
3373,13,C0201719,C3665629
3374,14,C1894506,C2814104
3375,15,C1720947,C3503250
3376,16,C2982163,C3269375
3377,17,C0872445,C2362613
3378,18,C3549290,C3817749
3379,19,C0237565,C1126189
3380,20,C0496999,C2575260
3381,21,C3570473,C3635977
3382,22,C1192880,C3884083
3383,23,C1505213,C1517961
3384,24,C1042441,C3777590
3385,25,C0283508,C1332532
3386,26,C0188989,C0503178
3387,27,C3431972,C4008981
3388,28,C2763213,C3619493
3389,29,C0915971,C3948436
3390,30,C1570827,C1954935
3391,31,C2487249,C3209280
3392,32,C0952694,C3012070
3393,33,C3067413,C3842899
3394,34,C2269348,C3462997
3395,35,C2481340,C3925890
3396,36,C0605494,C1722957
3397,37,C2774223,C2996525
3398,38,C1034530,C3934439
3399,39,C0608430,C3045424
3400,40,C0942719,C1232789
3401,41,C2946612,C3161078
3402,42,C2036750,C3778330
3403,43,C0906165,C1640243
3404,44,C2671985,C3096857
3405,45,C0015895,C2936682
3406,46,C1019549,C3405928
3407,47,C1861344,C2530943
3408,48,C1369022,C1875892
3409,49,C0804125,C0826860
3410,50,C0597141,C1824668
3411,51,C3004894,C3946402
3412,52,C1850823,C3767739
3413,53,C2532886,C2767002
3414,54,C0251894,C1435721
3415,55,C1627600,C3023000
3416,56,C1469080,C2337192
3417,57,C1314582,C3476443
3418,58,C0417877,C3785423
3419,59,C0925303,C3068172
3420,60,C1988113,C2708180
3421,61,C1071239,C2477743
3422,62,C3150954,C3797496
3423,63,C3419560,C3618762
3424,64,C1223462,C2809641
3425,65,C1867065,C3053924
3426,66,C1717527,C2653438
3427,67,C3322662,C3931758
3428,68,C0491753,C2756164
3429,69,C1631821,C1819960
3430,0,C0952072,C1926002
3431,1,C1820255,C3748146
3432,2,C1268964,C3547846
3433,3,C0039543,C3612530
3434,4,C0631093,C1511895
3435,5,C0734580,C1559046
3436,6,C2745705,C2755067
3437,7,C0613725,C1173588
3438,8,C1072020,C2352204
3439,9,C0682386,C1245552
3440,10,C0887728,C3988032
3441,11,C0596233,C2824665
3442,12,C1127484,C2780010
3443,13,C0176070,C2679717
3444,14,C0926376,C2657534
3445,15,C0447873,C1676021
3446,16,C0638849,C1602245
3447,17,C3382265,C3613859
3448,18,C1100156,C1464002
3449,19,C2279014,C3423190
3450,20,C0700045,C2402766
3451,21,C2826679,C3992979
3452,22,C2259374,C2945083
3453,23,C0944516,C3807116
3454,24,C1560003,C3808541
3455,25,C2314335,C3579293
3456,26,C0228526,C3806821
3457,27,C2332437,C3966061
3458,28,C3165884,C3830917
3459,29,C2403558,C2408833
3460,30,C3591187,C4013458
3461,31,C1665923,C2369176
3462,32,C0723470,C1022788
3463,33,C1462342,C2247966
3464,34,C0911990,C3405860
3465,35,C2537624,C3051256
3466,36,C0241671,C0391322
3467,37,C0671078,C3968184
3468,38,C0383280,C2554941
3469,39,C1977654,C3942417
3470,40,C1424112,C3409925
3471,41,C2662970,C2814252
3472,42,C0597201,C0855228
3473,43,C0716839,C3752862
3474,44,C0068861,C1936385
3475,45,C0326540,C0606861
3476,46,C0364427,C2790883
3477,47,C1017350,C3775649
3478,48,C0890049,C3765047
3479,49,C0060229,C3653634
3480,50,C0152165,C3803854
3481,51,C2923107,C3232675
3482,52,C1219599,C2288455
3483,53,C0681928,C1158603
3484,54,C0078933,C3608716
3485,55,C1975809,C2402540
3486,56,C1167091,C2273694
3487,57,C0638834,C3851004
3488,58,C0027547,C1157420
3489,59,C2646728,C3640413
3490,60,C0103776,C1472034
3491,61,C1883341,C2295246
3492,62,C0624007,C3265321
3493,63,C2655011,C3540453
3494,64,C0191625,C2451118
3495,65,C0057944,C0754088
3496,66,C1236979,C3655812
3497,67,C1157527,C1628203
3498,68,C1009498,C3441309
3499,69,C1617513,C3045803
3500,0,C2269550,C2603667
3501,1,C0367360,C1008485
3502,2,C3097997,C3588641
3503,3,C1480182,C2688929
3504,4,C1167821,C3829644
3505,5,C0040440,C2464880
3506,6,C3533456,C3926656
3507,7,C0358123,C1012703
3508,8,C1464858,C3485242
3509,9,C0524543,C0680533
3510,10,C0947231,C3531210
3511,11,C1553755,C2925717
3512,12,C2598769,C4005948
3513,13,C0933268,C2416602
3514,14,C1267402,C2953453
3515,15,C0932535,C1204293
3516,16,C3491880,C4038504
3517,17,C0364125,C3850188
3518,18,C0719021,C3601386
3519,19,C2764613,C3379173
3520,20,C2466687,C3972653
3521,21,C1851873,C3745904
3522,22,C2247658,C2583691
3523,23,C2828364,C3974056
3524,24,C1128912,C1921409
3525,25,C1331524,C3550674
3526,26,C1018426,C3614968
3527,27,C2339486,C3165996
3528,28,C1478255,C1953314
3529,29,C3633251,C3714925
3530,30,C2483668,C2753152
3531,31,C0813196,C3082960
3532,32,C1832590,C2497143
3533,33,C2514971,C3435131
3534,34,C2314221,C3372081
3535,35,C1957132,C2538710
3536,36,C1206212,C3150672
3537,37,C2276655,C2753829
3538,38,C1551807,C3720084
3539,39,C0331678,C3993314
3540,40,C0789932,C2930972
3541,41,C0311370,C2306120
3542,42,C3733220,C3924069
3543,43,C0709472,C2797301
3544,44,C2436570,C3925067
3545,45,C2324357,C3218234
3546,46,C0963399,C3974815
3547,47,C0206480,C1889944
3548,48,C1496920,C3980529
3549,49,C2479731,C2773572
3550,50,C3585923,C3717700
3551,51,C1520276,C2810450
3552,52,C1921871,C2521268
3553,53,C2472954,C2767127
3554,54,C2458016,C2952722
3555,55,C1880117,C3416594
3556,56,C3084800,C3945349
3557,57,C1155268,C3490929
3558,58,C1049863,C2579033
3559,59,C1054804,C3417917
3560,60,C1522604,C2429451
3561,61,C2353384,C2415184
3562,62,C2262399,C3265178
3563,63,C1670125,C1868373
3564,64,C0681311,C3059921
3565,65,C0550381,C1453391
3566,66,C1538992,C2682971
3567,67,C0836038,C3771284
3568,68,C0149577,C2542538
3569,69,C2329008,C3032283
3570,0,C2502001,C3759597
3571,1,C2563622,C3380539
3572,2,C2424470,C3090807
3573,3,C1939508,C3993258
3574,4,C2645512,C3323123
3575,5,C0225716,C2306265
3576,6,C1555283,C2819584
3577,7,C0781140,C2560924
3578,8,C1548951,C3133294
3579,9,C1068393,C1958144
3580,10,C1328087,C2787971
3581,11,C1034001,C3001704
3582,12,C1631892,C2448550
3583,13,C0649951,C3617484
3584,14,C1884057,C3742593
3585,15,C0752082,C2822116
3586,16,C0786004,C1439169
3587,17,C2757453,C3907711
3588,18,C1719405,C3698983
3589,19,C0014557,C0656432
3590,20,C1335602,C2819440
3591,21,C1881547,C3753137
3592,22,C1453601,C2983579
3593,23,C1015435,C1859198
3594,24,C0293972,C2935148
3595,25,C1687559,C2800348
3596,26,C0943244,C3381640
3597,27,C0628524,C0721156
3598,28,C1368603,C2999130
3599,29,C0240915,C1738238
3600,30,C1453089,C2789520
3601,31,C0042790,C2416176
3602,32,C1203869,C2682179
3603,33,C0449381,C1172072
3604,34,C0974654,C1222142
3605,35,C1170404,C1325833
3606,36,C1682987,C3734053
3607,37,C1968550,C3046031
3608,38,C1840345,C1932935
3609,39,C0947566,C2327540
3610,40,C0631246,C2934976
3611,41,C1852541,C2274370
3612,42,C1669715,C3405823
3613,43,C2534278,C3406760
3614,44,C0605169,C0998058
3615,45,C1688481,C3500117
3616,46,C2259270,C3097006
3617,47,C1417605,C3095696
3618,48,C1198157,C2673732
3619,49,C2249547,C2751823
3620,50,C0129152,C1454473
3621,51,C2417078,C3956195
3622,52,C1046111,C2604028
3623,53,C0694908,C2627315
3624,54,C1524885,C3633477
3625,55,C0916445,C3736000
3626,56,C1028981,C1835751
3627,57,C3267935,C3699234
3628,58,C0800619,C2581594
3629,59,C1248186,C2910671
3630,60,C0614315,C3977866
3631,61,C0941912,C1708242
3632,62,C1608696,C3962838
3633,63,C3265808,C3570316
3634,64,C1135405,C2920232
3635,65,C1323287,C2933724
3636,66,C2351650,C3763281
3637,67,C1013133,C3367973
3638,68,C1527949,C3890398
3639,69,C2274373,C2734415
3640,0,C1201438,C3654521
3641,1,C0228192,C1904037
3642,2,C1501840,C2803961
3643,3,C0349564,C0827532
3644,4,C3560583,C3938276
3645,5,C1638345,C1938484
3646,6,C1873643,C3228533
3647,7,C0506142,C3370276
3648,8,C1505790,C3949520
3649,9,C2247900,C3592577
3650,10,C0186850,C3394051
3651,11,C1912923,C3154191
3652,12,C2673648,C3117817
3653,13,C0177238,C3585355
3654,14,C2216370,C2360998
3655,15,C0539189,C3225926
3656,16,C0912158,C1599512
3657,17,C3788282,C3954546
3658,18,C0029510,C0830983
3659,19,C2492764,C2939968
3660,20,C2675401,C2755248
3661,21,C1645787,C3955062
3662,22,C0322682,C3625055
3663,23,C2983977,C3396284
3664,24,C1551855,C2501274
3665,25,C0885508,C1172181
3666,26,C2966053,C4016889
3667,27,C1562171,C2827618
3668,28,C2429994,C3003515
3669,29,C0753440,C3996171
3670,30,C2543618,C3436895
3671,31,C1944207,C2385596
3672,32,C0326209,C2815749
3673,33,C2443966,C2548630
3674,34,C0950610,C1937806
3675,35,C1049582,C3989834
3676,36,C0968689,C2343022
3677,37,C0106236,C1524317
3678,38,C0040988,C1512214
3679,39,C1146315,C3608781
3680,40,C1521689,C3779292
3681,41,C1662814,C3771770
3682,42,C2983631,C3272832
3683,43,C1433269,C3114715
3684,44,C1483543,C3777445
3685,45,C1640284,C3493189
3686,46,C2798865,C4013620
3687,47,C0763036,C3086695
3688,48,C1681254,C3629974
3689,49,C2665345,C2823420
3690,50,C1225894,C4008181
3691,51,C1612070,C2338738
3692,52,C3348847,C3442908
3693,53,C0059447,C0816478
3694,54,C0016720,C1467721
3695,55,C2974198,C3208799
3696,56,C1932486,C4026200
3697,57,C0311833,C1122244
3698,58,C0755432,C1595548
3699,59,C1055266,C3059337
3700,60,C1652685,C1977136
3701,61,C0624750,C1899082
3702,62,C0066939,C2568587
3703,63,C3620127,C3781953
3704,64,C0488928,C1634651
3705,65,C1698344,C2653794
3706,66,C0944528,C1817679
3707,67,C0021012,C1423190
3708,68,C3394105,C3987820
3709,69,C1892510,C3830776
3710,0,C0831652,C3239040
3711,1,C3281441,C3846016
3712,2,C3036145,C3653260
3713,3,C0302361,C3017175
3714,4,C2422795,C2716159
3715,5,C0626840,C1024850
3716,6,C1459509,C2597984
3717,7,C1442046,C3472616
3718,8,C1593098,C3749840
3719,9,C2618894,C3821092
3720,10,C0034425,C1488176
3721,11,C1905973,C3122050
3722,12,C1548236,C3479898
3723,13,C1413844,C1842606
3724,14,C2517821,C3274047
3725,15,C0962611,C2828561
3726,16,C1673115,C1700488
3727,17,C1252560,C3072175
3728,18,C0501419,C3259263
3729,19,C1072963,C3667769
3730,20,C0160803,C1543204
3731,21,C3436622,C3993676
3732,22,C0191322,C1429341
3733,23,C2509291,C3023349
3734,24,C1639619,C3034985
3735,25,C0446419,C2658491
3736,26,C1938170,C3270997
3737,27,C1427852,C3819611
3738,28,C0092453,C2454145
3739,29,C2752547,C2753439
3740,30,C0865198,C4014242
3741,31,C1476550,C3975606
3742,32,C2533093,C3584576
3743,33,C0925872,C3960363
3744,34,C0507638,C3833189
3745,35,C1461943,C2700280
3746,36,C1979963,C3579581
3747,37,C2751053,C3609360
3748,38,C3633002,C4008646
3749,39,C0331549,C1819498
3750,40,C3501232,C3724742
3751,41,C1042541,C1091318
3752,42,C0156195,C3406312
3753,43,C3070645,C3827799
3754,44,C0533397,C2803540
3755,45,C0719760,C1221566
3756,46,C0879712,C3969511
3757,47,C2982969,C3778350
3758,48,C2562060,C3606810
3759,49,C1097195,C1245034
3760,50,C2719653,C3262400
3761,51,C1497608,C2393385
3762,52,C3063976,C3644798
3763,53,C1327511,C1549159
3764,54,C1167094,C2577516
3765,55,C0003638,C2397231
3766,56,C0670514,C1060005
3767,57,C0072779,C2306844
3768,58,C3935264,C4046539
3769,59,C3382021,C3553939
3770,60,C0379710,C1477641
3771,61,C0016141,C3063966
3772,62,C1130418,C1925319
3773,63,C0531393,C1424102
3774,64,C1195955,C3018149
3775,65,C0666155,C1667733
3776,66,C2419059,C3390479
3777,67,C1318941,C1527945
3778,68,C0738994,C3620727
3779,69,C1227756,C3393769
3780,0,C0492070,C1614703
3781,1,C1029333,C2534431
3782,2,C2333773,C3033914
3783,3,C1668727,C2689124
3784,4,C0804458,C2808918
3785,5,C0913978,C2665483
3786,6,C0824550,C2285269
3787,7,C2354661,C3205909
3788,8,C1195610,C2583969
3789,9,C2456625,C2997542
3790,10,C1243588,C1324086
3791,11,C1415406,C2948119
3792,12,C0051400,C3779848
